FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.13932368,13932368,POINT (16.470853313302086 48.14037456963496),Schwechat Sommerbad (Brauhausstr.),Schwechat Sommerbad (Brauhausstr.),"171,217,266",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Sommerbad&start=1,
OEFFHALTESTOGD.13932369,13932369,POINT (16.570921064670287 48.19385378716114),Neu-Oberhausen Zellergasse,Neu-Oberhausen Zellergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Zellergasse&start=1,
OEFFHALTESTOGD.13932370,13932370,POINT (16.571037864477844 48.1939495874743),Neu-Oberhausen Zellergasse,Neu-Oberhausen Zellergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Zellergasse&start=1,
OEFFHALTESTOGD.13932371,13932371,POINT (16.573023067490407 48.196865786883116),Neu-Oberhausen Mozartgasse,Neu-Oberhausen Mozartgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Mozartgasse&start=1,
OEFFHALTESTOGD.13932372,13932372,POINT (16.572996166466286 48.197045386157725),Neu-Oberhausen Mozartgasse,Neu-Oberhausen Mozartgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Mozartgasse&start=1,
OEFFHALTESTOGD.13932373,13932373,POINT (16.5751700698719 48.20089548554963),Neu-Oberhausen Schrammelgasse,Neu-Oberhausen Schrammelgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Schrammelgasse&start=1,
OEFFHALTESTOGD.13932374,13932374,POINT (16.575125170351917 48.201003285526234),Neu-Oberhausen Schrammelgasse,Neu-Oberhausen Schrammelgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Schrammelgasse&start=1,
OEFFHALTESTOGD.13932375,13932375,POINT (16.579239470451306 48.20188338427502),Neu-Oberhausen Ziehrergasse,Neu-Oberhausen Ziehrergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Ziehrergasse&start=1,
OEFFHALTESTOGD.13932376,13932376,POINT (16.579176571064423 48.20200918427492),Neu-Oberhausen Ziehrergasse,Neu-Oberhausen Ziehrergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Ziehrergasse&start=1,
OEFFHALTESTOGD.13932377,13932377,POINT (16.34835440053121 48.111652765363075),Vösendorf Fischerstraße,Vösendorf Fischerstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Fischerstraße&start=1,
OEFFHALTESTOGD.13932378,13932378,POINT (16.35047440417102 48.11646876478932),Vösendorf Badgasse,Vösendorf Badgasse,"266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Badgasse&start=1,
OEFFHALTESTOGD.13932379,13932379,POINT (16.35040260449342 48.11638486473802),Vösendorf Badgasse,Vösendorf Badgasse,"266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Badgasse&start=1,
OEFFHALTESTOGD.13932380,13932380,POINT (16.35072589888892 48.10967936427336),Vösendorf Strandstraße,Vösendorf Strandstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Strandstraße&start=1,
OEFFHALTESTOGD.13932381,13932381,POINT (16.28420591276087 48.382209187799425),Unterrohrbach Im Rauchenberg,Unterrohrbach Im Rauchenberg,"830,832",,3,https://anachb.vor.at?P=SQ&input=Unterrohrbach%20(Korneuburg)%20Im%20Rauchenberg&start=1,
OEFFHALTESTOGD.13932382,13932382,POINT (16.284044212519184 48.38213758841108),Unterrohrbach Im Rauchenberg,Unterrohrbach Im Rauchenberg,"830,832",,3,https://anachb.vor.at?P=SQ&input=Unterrohrbach%20(Korneuburg)%20Im%20Rauchenberg&start=1,
OEFFHALTESTOGD.13932383,13932383,POINT (16.31833291209109 48.381027876202886),Leobendorf Rohrbacher Straße,Leobendorf Rohrbacher Straße,"831,832",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Rohrbacher%20Straße&start=1,
OEFFHALTESTOGD.13932384,13932384,POINT (16.318045411641517 48.38075937657253),Leobendorf Rohrbacher Straße,Leobendorf Rohrbacher Straße,"831,832",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Rohrbacher%20Straße&start=1,
OEFFHALTESTOGD.13932385,13932385,POINT (16.313634694934763 48.358804177913875),Korneuburg Kornfeldstraße,Korneuburg Kornfeldstraße,"830,831,832",,3,https://anachb.vor.at?P=SQ&input=Korneuburg%20Kornfeldstraße&start=1,
OEFFHALTESTOGD.13932386,13932386,POINT (16.313562794611524 48.358678878081854),Korneuburg Kornfeldstraße,Korneuburg Kornfeldstraße,"830,831,832",,3,https://anachb.vor.at?P=SQ&input=Korneuburg%20Kornfeldstraße&start=1,
OEFFHALTESTOGD.13932387,13932387,POINT (16.38808703078912 48.277274451765905),Autokaderstraße,Autokaderstraße,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13932388,13932388,POINT (16.388181312412286 48.27724456998514),Autokaderstraße,Autokaderstraße,"26,27,N20",,1,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13932389,13932389,POINT (16.33788471213307 48.17845566938223),Aßmayergasse,Aßmayergasse,"62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.13932390,13932390,POINT (16.33752531244072 48.17894087000838),Aßmayergasse,Aßmayergasse,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.13932391,13932391,POINT (16.338028412895845 48.1788689697462),Aßmayergasse,Aßmayergasse,"62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.13932392,13932392,POINT (16.337705012419875 48.178982770015224),Aßmayergasse,Aßmayergasse,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.13932393,13932393,POINT (16.356695412202587 48.18827847011305),Bacherplatz,Bacherplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Bacherplatz&start=1,
OEFFHALTESTOGD.13932394,13932394,POINT (16.356659412527993 48.188470069667765),Bacherplatz,Bacherplatz,"12A,14A,59A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Bacherplatz&start=1,
OEFFHALTESTOGD.13932395,13932395,POINT (16.488002113150962 48.277740769464394),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badeteich%20Süßenbrunn&start=1,
OEFFHALTESTOGD.13932396,13932396,POINT (16.487588912512578 48.27774076942336),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badeteich%20Süßenbrunn&start=1,
OEFFHALTESTOGD.13932397,13932397,POINT (16.22410401234885 48.209253369293),Badgasse,Badgasse,50B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.13932398,13932398,POINT (16.223084376801637 48.209205509350355),Badgasse,Badgasse,"451,50A,N49",,3,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.13932399,13932399,POINT (16.22486307647418 48.208828408719),Badgasse,Badgasse,"451,453,50A,N49",,3,https://anachb.vor.at?P=SQ&input=Wien%20Badgasse&start=1,
OEFFHALTESTOGD.13932400,13932400,POINT (16.26222851190862 48.20162607002603),Rettichgasse,Rettichgasse,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.13932401,13932401,POINT (16.26208481235322 48.20157216925944),Rettichgasse,Rettichgasse,47B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.13932402,13932402,POINT (16.262201611733573 48.20155416983157),Rettichgasse,Rettichgasse,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.13932403,13932403,POINT (16.262111812068042 48.201643969720266),Rettichgasse,Rettichgasse,47B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rettichgasse&start=1,
OEFFHALTESTOGD.13932404,13932404,POINT (16.516002612641877 48.20979216978274),Duchekgasse (Bambergergasse),Duchekgasse (Bambergergasse),98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Duchekgasse&start=1,
OEFFHALTESTOGD.13932405,13932405,POINT (16.51877841246327 48.20866666956547),Duchekgasse (Kirschenallee),Duchekgasse (Kirschenallee),98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Duchekgasse&start=1,
OEFFHALTESTOGD.13932406,13932406,POINT (16.355635412289597 48.24426826981023),Barawitzkagasse,Barawitzkagasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Barawitzkagasse&start=1,
OEFFHALTESTOGD.13932407,13932407,POINT (16.35665941204798 48.24454946963268),Barawitzkagasse,Barawitzkagasse,"10A,39A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Barawitzkagasse&start=1,
OEFFHALTESTOGD.13932408,13932408,POINT (16.355725212301923 48.244902469471555),Barawitzkagasse,Barawitzkagasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Barawitzkagasse&start=1,
OEFFHALTESTOGD.13932409,13932409,POINT (16.35534791218303 48.24478876964548),Barawitzkagasse,Barawitzkagasse,"10A,39A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Barawitzkagasse&start=1,
OEFFHALTESTOGD.13932410,13932410,POINT (16.394900712613833 48.19836276959575),Barichgasse,Barichgasse,74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Barichgasse&start=1,
OEFFHALTESTOGD.13932411,13932411,POINT (16.39486481280851 48.198111369440554),Barichgasse,Barichgasse,74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Barichgasse&start=1,
OEFFHALTESTOGD.13932412,13932412,POINT (16.404431812336362 48.250310169695865),Morelligasse,Morelligasse,33A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Morelligasse&start=1,
OEFFHALTESTOGD.13932413,13932413,POINT (16.40388391203042 48.250561369563506),Morelligasse,Morelligasse,33A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Morelligasse&start=1,
OEFFHALTESTOGD.13932414,13932414,POINT (16.360665913131786 48.22114116932637),Bauernfeldplatz (Porzellangasse),Bauernfeldplatz (Porzellangasse),D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Bauernfeldplatz&start=1,
OEFFHALTESTOGD.13932415,13932415,POINT (16.360171912877178 48.22064436970137),Bauernfeldplatz (Liechtensteinstraße),Bauernfeldplatz (Liechtensteinstraße),40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Bauernfeldplatz&start=1,
OEFFHALTESTOGD.13932416,13932416,POINT (16.36090851295346 48.22068026975914),Bauernfeldplatz (Porzellangasse),Bauernfeldplatz (Porzellangasse),D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Bauernfeldplatz&start=1,
OEFFHALTESTOGD.13932417,13932417,POINT (16.474518412820423 48.22208076939582),Aspernstraße (Erzherzog-Karl-Straße),Aspernstraße (Erzherzog-Karl-Straße),26A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße&start=1,
OEFFHALTESTOGD.13932418,13932418,POINT (16.47495861216128 48.22238006931842),Aspernstraße (Wonkaplatz),Aspernstraße (Wonkaplatz),93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße&start=1,
OEFFHALTESTOGD.13932419,13932419,POINT (16.47529538737986 48.222924620408996),Aspernstraße (Wonkaplatz),Aspernstraße (Wonkaplatz),"550,552",,3,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße&start=1,
OEFFHALTESTOGD.13932420,13932420,POINT (16.385513313042036 48.18828446944755),Fasangasse,Fasangasse,18,,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.13932421,13932421,POINT (16.385127112366153 48.18868566983948),Fasangasse,Fasangasse,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.13932422,13932422,POINT (16.384642013216343 48.188254469302095),Fasangasse,Fasangasse,"18,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.13932423,13932423,POINT (16.36278601280526 48.24915566978209),Heiligenstadt/12.-Februar-Platz,Heiligenstadt/12.-Februar-Platz,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.13932424,13932424,POINT (16.362741012960974 48.24875486963176),Heiligenstadt/12.-Februar-Platz,Heiligenstadt/12.-Februar-Platz,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.13932425,13932425,POINT (16.306695112219323 48.19376996990092),Diesterweggasse,Diesterweggasse,"49,52",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.13932426,13932426,POINT (16.30559921279053 48.193781969731),Diesterweggasse,Diesterweggasse,"49,52",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.13932427,13932427,POINT (16.295259611968728 48.17649686977592),Wattmanngasse/Elisabethallee,Wattmanngasse/Elisabethallee,"56A,56B,8A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Wattmanngasse/Elisabethallee&start=1,
OEFFHALTESTOGD.13932428,13932428,POINT (16.32605381289483 48.23996676953575),Döblinger Friedhof/Felix-Dahn-Straße,Döblinger Friedhof/Felix-Dahn-Straße,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Döblinger%20Friedhof/Felix-Dahn-Straße&start=1,
OEFFHALTESTOGD.13932429,13932429,POINT (16.431920312022427 48.27200107018947),Felmayergasse,Felmayergasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Felmayergasse&start=1,
OEFFHALTESTOGD.13932430,13932430,POINT (16.43212691225705 48.27193536953436),Felmayergasse,Felmayergasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Felmayergasse&start=1,
OEFFHALTESTOGD.13932431,13932431,POINT (16.35553651262655 48.184080069948365),Fendigasse,Fendigasse,"12A,14A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Fendigasse&start=1,
OEFFHALTESTOGD.13932432,13932432,POINT (16.356165413157008 48.184026069977584),Fendigasse,Fendigasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Fendigasse&start=1,
OEFFHALTESTOGD.13932433,13932433,POINT (16.36266921314794 48.17894687005235),Sonnleithnergasse,Sonnleithnergasse,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sonnleithnergasse&start=1,
OEFFHALTESTOGD.13932434,13932434,POINT (16.363351912822058 48.179030669762604),Sonnleithnergasse,Sonnleithnergasse,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sonnleithnergasse&start=1,
OEFFHALTESTOGD.13932435,13932435,POINT (16.314613813808382 48.255920677579425),Gspöttgraben,Gspöttgraben,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Gspöttgraben&start=1,
OEFFHALTESTOGD.13932436,13932436,POINT (16.314559913079638 48.255854877228344),Gspöttgraben,Gspöttgraben,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Gspöttgraben&start=1,
OEFFHALTESTOGD.13932437,13932437,POINT (16.360100012564313 48.25413826929484),Fernsprechamt Heiligenstadt,Fernsprechamt Heiligenstadt,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Fernsprechamt%20Heiligenstadt&start=1,
OEFFHALTESTOGD.13932438,13932438,POINT (16.35952511299169 48.25403066957245),Fernsprechamt Heiligenstadt,Fernsprechamt Heiligenstadt,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Fernsprechamt%20Heiligenstadt&start=1,
OEFFHALTESTOGD.13932439,13932439,POINT (16.278227512130968 48.215251469817744),Feuerwache Am Steinhof,Feuerwache Am Steinhof,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Feuerwache%20Am%20Steinhof&start=1,
OEFFHALTESTOGD.13932440,13932440,POINT (16.27816471225148 48.2151257697577),Feuerwache Am Steinhof,Feuerwache Am Steinhof,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Feuerwache%20Am%20Steinhof&start=1,
OEFFHALTESTOGD.13932441,13932441,POINT (16.278290411894343 48.21537716989094),Feuerwache Am Steinhof,Feuerwache Am Steinhof,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Feuerwache%20Am%20Steinhof&start=1,
OEFFHALTESTOGD.13932442,13932442,POINT (16.333384112040495 48.260800970023595),Feuerwache Grinzing,Feuerwache Grinzing,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Feuerwache%20Grinzing&start=1,
OEFFHALTESTOGD.13932443,13932443,POINT (16.33311461217596 48.260878669376844),Feuerwache Grinzing,Feuerwache Grinzing,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Feuerwache%20Grinzing&start=1,
OEFFHALTESTOGD.13932444,13932444,POINT (16.37735661207221 48.23894366934373),Höchstädtplatz (Dresdner Straße),Höchstädtplatz (Dresdner Straße),"12,2,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Höchstädtplatz&start=1,
OEFFHALTESTOGD.13932445,13932445,POINT (16.377114112204797 48.23972746953542),Höchstädtplatz (Marchfeldstraße),Höchstädtplatz (Marchfeldstraße),"12,2,31,5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Höchstädtplatz&start=1,
OEFFHALTESTOGD.13932446,13932446,POINT (16.295645913070786 48.149425469832586),Hödlgasse,Hödlgasse,"58A,58B,64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hödlgasse&start=1,
OEFFHALTESTOGD.13932447,13932447,POINT (16.447802512458285 48.28795696998398),Illgasse,Illgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Illgasse&start=1,
OEFFHALTESTOGD.13932448,13932448,POINT (16.44790131220632 48.28786726948999),Illgasse,Illgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Illgasse&start=1,
OEFFHALTESTOGD.13932449,13932449,POINT (16.30188451357088 48.1284260816976),"Liesing, Industriegelände Süd","Liesing, Industriegelände Süd","207,260,269,61B",,3,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20Süd&start=1",
OEFFHALTESTOGD.13932450,13932450,POINT (16.301844212821447 48.128426069680565),"Liesing, Industriegelände Süd","Liesing, Industriegelände Süd","207,260,269,61B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20Süd&start=1",
OEFFHALTESTOGD.13932451,13932451,POINT (16.301893512659337 48.12859998150572),"Liesing, Industriegelände Süd","Liesing, Industriegelände Süd","207,260,269,61B",,3,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20Süd&start=1",
OEFFHALTESTOGD.13932452,13932452,POINT (16.30185321177385 48.12859996949182),"Liesing, Industriegelände Süd","Liesing, Industriegelände Süd","207,260,269,61B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20Süd&start=1",
OEFFHALTESTOGD.13932453,13932453,POINT (16.298179112794774 48.13345036919459),"Liesing, Industriegelände West","Liesing, Industriegelände West",61A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20West&start=1",
OEFFHALTESTOGD.13932454,13932454,POINT (16.297532312556747 48.133258569596805),"Liesing, Industriegelände West","Liesing, Industriegelände West",61A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20Industriegelände%20West&start=1",
OEFFHALTESTOGD.13932455,13932455,POINT (16.262480112892916 48.19067997003348),Innocentiagasse,Innocentiagasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Innocentiagasse&start=1,
OEFFHALTESTOGD.13932456,13932456,POINT (16.262363312510182 48.1906859700826),Innocentiagasse,Innocentiagasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Innocentiagasse&start=1,
OEFFHALTESTOGD.13932457,13932457,POINT (16.386483512143037 48.23073437011812),Innstraße,Innstraße,"12,2,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Innstraße&start=1,
OEFFHALTESTOGD.13932458,13932458,POINT (16.386258913001388 48.23105146991884),Innstraße,Innstraße,"12,2,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Innstraße&start=1,
OEFFHALTESTOGD.13932459,13932459,POINT (16.536115913397637 48.26154246949934),Invalidensiedlung,Invalidensiedlung,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Invalidensiedlung&start=1,
OEFFHALTESTOGD.13932460,13932460,POINT (16.35293141187447 48.146794269395876),Inzersdorf Friedhof (Kolbegasse),Inzersdorf Friedhof (Kolbegasse),"16A,66A,67A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Inzersdorf%20Friedhof&start=1,
OEFFHALTESTOGD.13932461,13932461,POINT (16.370763012701946 48.13851616960765),Blumental (Rosiwalgasse),Blumental (Rosiwalgasse),16A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Blumental&start=1,
OEFFHALTESTOGD.13932462,13932462,POINT (16.370798912875493 48.138426269557584),Blumental (Rosiwalgasse),Blumental (Rosiwalgasse),16A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Blumental&start=1,
OEFFHALTESTOGD.13932463,13932463,POINT (16.463478113016823 48.25737996932545),Hosnedlgasse/Lieblgasse,Hosnedlgasse/Lieblgasse,27A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hosnedlgasse/Lieblgasse&start=1,
OEFFHALTESTOGD.13932464,13932464,POINT (16.47305852566031 48.143263821853445),Schwechat Wiener Straße,Schwechat Wiener Straße,"171,279,71A",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932465,13932465,POINT (16.473018213408363 48.14326386986942),Schwechat Wiener Straße,Schwechat Wiener Straße,"171,279,71A",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932466,13932466,POINT (16.47323822517727 48.1431499212291),Schwechat Wiener Straße,Schwechat Wiener Straße,"217,218,272",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932467,13932467,POINT (16.472393824947144 48.14330572205764),Schwechat Wiener Straße,Schwechat Wiener Straße,"171,272,279,71A",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932468,13932468,POINT (16.472353512661265 48.143305769840524),Schwechat Wiener Straße,Schwechat Wiener Straße,"171,272,279,71A",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932469,13932469,POINT (16.47257342485103 48.14320382148529),Schwechat Wiener Straße,Schwechat Wiener Straße,"217,218",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.13932470,13932470,POINT (16.448902939297714 48.2883215302735),Gerasdorf Mozartweg,Gerasdorf Mozartweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Mozartweg&start=1,
OEFFHALTESTOGD.13932471,13932471,POINT (16.45184944047883 48.28935552953095),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.13932472,13932472,POINT (16.45133743960542 48.28903882925523),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.13932473,13932473,POINT (16.454975540941152 48.290467327720975),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.13932474,13932474,POINT (16.455038440281996 48.290365727990356),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.13932475,13932475,POINT (16.292937457728097 48.312260785411226),Klosterneuburg Eichbergg. 30,Klosterneuburg Eichbergg. 30,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Eichberggasse%2030&start=1,
OEFFHALTESTOGD.13932476,13932476,POINT (16.295246157143165 48.31134068429265),Klosterneuburg Leopoldsgraben,Klosterneuburg Leopoldsgraben,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Leopoldsgraben&start=1,
OEFFHALTESTOGD.13932477,13932477,POINT (16.299872458830382 48.31285818263254),Klosterneuburg Dr.-Teichmann-Gasse,Klosterneuburg Dr.-Teichmann-Gasse,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Dr.-Teichmann-Gasse&start=1,
OEFFHALTESTOGD.13932478,13932478,POINT (16.302306959754993 48.31481178128535),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,"402,403",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.13932479,13932479,POINT (16.30249555956803 48.31477588146093),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.13932480,13932480,POINT (16.458685642361832 48.291800126557796),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.13932481,13932481,POINT (16.45811964201156 48.29145942703493),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.13932482,13932482,POINT (16.267586813973022 48.000752393494636),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"310,320",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.13932483,13932483,POINT (16.267631713214694 48.00065029315863),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"310,320",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.13932484,13932484,POINT (16.580784557523977 48.18428358360334),Oberhausen Volksschule,Oberhausen Volksschule,"550,552",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
OEFFHALTESTOGD.13932485,13932485,POINT (16.580811456905423 48.184289584216614),Oberhausen Volksschule,Oberhausen Volksschule,"550,553",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
