FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.13934969,13934969,POINT (16.25702731217803 48.133930069446386),Willergasse/Schule,Willergasse/Schule,"250,253,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Willergasse/Schule&start=1,
OEFFHALTESTOGD.13934970,13934970,POINT (16.25726981288714 48.13395996987363),Willergasse/Schule,Willergasse/Schule,"253,257,60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Willergasse/Schule&start=1,
OEFFHALTESTOGD.13934971,13934971,POINT (16.25726981288714 48.13395996987363),Willergasse/Schule,Willergasse/Schule,"253,257,60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Willergasse/Schule&start=1,
OEFFHALTESTOGD.13934972,13934972,POINT (16.251179312154807 48.13719136939861),Haselbrunnerstraße,Haselbrunnerstraße,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Haselbrunnerstraße&start=1,
OEFFHALTESTOGD.13934973,13934973,POINT (16.26711541184134 48.13586046962409),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-Straße&start=1,
OEFFHALTESTOGD.13934974,13934974,POINT (16.26711541184134 48.13586046962409),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-Straße&start=1,
OEFFHALTESTOGD.13934975,13934975,POINT (16.266432711757627 48.135944369242516),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-Straße&start=1,
OEFFHALTESTOGD.13934976,13934976,POINT (16.266432711757627 48.135944369242516),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-Straße&start=1,
OEFFHALTESTOGD.13934977,13934977,POINT (16.257314811677908 48.138060569208946),Breitenfurter Straße/Willergasse,Breitenfurter Straße/Willergasse,"250,253,257,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenfurter%20Straße/Willergasse&start=1,
OEFFHALTESTOGD.13934978,13934978,POINT (16.257314811677908 48.138060569208946),Breitenfurter Straße/Willergasse,Breitenfurter Straße/Willergasse,"250,253,257,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Breitenfurter%20Straße/Willergasse&start=1,
OEFFHALTESTOGD.13934979,13934979,POINT (16.256668012251314 48.137838770063986),Breitenfurter Straße/Willergasse,Breitenfurter Straße/Willergasse,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenfurter%20Straße/Willergasse&start=1,
OEFFHALTESTOGD.13934980,13934980,POINT (16.256668012251314 48.137838770063986),Breitenfurter Straße/Willergasse,Breitenfurter Straße/Willergasse,"250,253,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Breitenfurter%20Straße/Willergasse&start=1,
OEFFHALTESTOGD.13934981,13934981,POINT (16.241297812693823 48.13821046968201),Gütenbachstraße,Gütenbachstraße,"250,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Gütenbachstraße&start=1,
OEFFHALTESTOGD.13934982,13934982,POINT (16.241297812693823 48.13821046968201),Gütenbachstraße,Gütenbachstraße,"250,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Gütenbachstraße&start=1,
OEFFHALTESTOGD.13934983,13934983,POINT (16.251188212422427 48.137287270086325),Haselbrunnerstraße,Haselbrunnerstraße,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Haselbrunnerstraße&start=1,
OEFFHALTESTOGD.13934984,13934984,POINT (16.45497111206856 48.224654270086596),Langobardenstraße,Langobardenstraße,"95A,96A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Langobardenstraße&start=1,
OEFFHALTESTOGD.13934985,13934985,POINT (16.45497111206856 48.224654270086596),Langobardenstraße,Langobardenstraße,"95A,96A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Langobardenstraße&start=1,
OEFFHALTESTOGD.13934986,13934986,POINT (16.454926112961594 48.22482186971798),Langobardenstraße,Langobardenstraße,"25,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Langobardenstraße&start=1,
OEFFHALTESTOGD.13934987,13934987,POINT (16.454926112961594 48.22482186971798),Langobardenstraße,Langobardenstraße,"25,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Langobardenstraße&start=1,
OEFFHALTESTOGD.13934988,13934988,POINT (16.509992913206204 48.21468286962788),Lannesstraße,Lannesstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Lannesstraße&start=1,
OEFFHALTESTOGD.13934989,13934989,POINT (16.509992913206204 48.21468286962788),Lannesstraße,Lannesstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lannesstraße&start=1,
OEFFHALTESTOGD.13934990,13934990,POINT (16.50978631239214 48.214916269774626),Lannesstraße,Lannesstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Lannesstraße&start=1,
OEFFHALTESTOGD.13934991,13934991,POINT (16.50978631239214 48.214916269774626),Lannesstraße,Lannesstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lannesstraße&start=1,
OEFFHALTESTOGD.13934992,13934992,POINT (16.469712412829193 48.21881886952548),Kapellenweg,Kapellenweg,"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kapellenweg&start=1,
OEFFHALTESTOGD.13934993,13934993,POINT (16.469712412829193 48.21881886952548),Kapellenweg,Kapellenweg,"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kapellenweg&start=1,
OEFFHALTESTOGD.13934994,13934994,POINT (16.469703412396118 48.21868116972232),Kapellenweg,Kapellenweg,"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kapellenweg&start=1,
OEFFHALTESTOGD.13934995,13934995,POINT (16.469703412396118 48.21868116972232),Kapellenweg,Kapellenweg,"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kapellenweg&start=1,
OEFFHALTESTOGD.13934996,13934996,POINT (16.493490812832054 48.21705316937448),Lohwaggasse,Lohwaggasse,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Lohwaggasse&start=1,
OEFFHALTESTOGD.13934997,13934997,POINT (16.493490812832054 48.21705316937448),Lohwaggasse,Lohwaggasse,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lohwaggasse&start=1,
OEFFHALTESTOGD.13934998,13934998,POINT (16.492314012622096 48.21740626997648),Lohwaggasse,Lohwaggasse,"26A,97A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Lohwaggasse&start=1,
OEFFHALTESTOGD.13934999,13934999,POINT (16.492314012622096 48.21740626997648),Lohwaggasse,Lohwaggasse,"26A,97A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lohwaggasse&start=1,
OEFFHALTESTOGD.13935000,13935000,POINT (16.519119812730604 48.21440746973586),Kirschenallee,Kirschenallee,"26A,88A,88B,98A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kirschenallee&start=1,
OEFFHALTESTOGD.13935001,13935001,POINT (16.519119812730604 48.21440746973586),Kirschenallee,Kirschenallee,"26A,88A,88B,98A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kirschenallee&start=1,
OEFFHALTESTOGD.13935002,13935002,POINT (16.519290412576044 48.214599070112385),Kirschenallee,Kirschenallee,"26A,88A,88B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kirschenallee&start=1,
OEFFHALTESTOGD.13935003,13935003,POINT (16.519290412576044 48.214599070112385),Kirschenallee,Kirschenallee,"26A,88A,88B,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kirschenallee&start=1,
OEFFHALTESTOGD.13935004,13935004,POINT (16.393059213226014 48.26629066949486),Koloniestraße,Koloniestraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Koloniestraße&start=1,
OEFFHALTESTOGD.13935005,13935005,POINT (16.393059213226014 48.26629066949486),Koloniestraße,Koloniestraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Koloniestraße&start=1,
OEFFHALTESTOGD.13935006,13935006,POINT (16.393220913030046 48.26637447004219),Koloniestraße,Koloniestraße,"36A,36B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Koloniestraße&start=1,
OEFFHALTESTOGD.13935007,13935007,POINT (16.393220913030046 48.26637447004219),Koloniestraße,Koloniestraße,"36A,36B,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Koloniestraße&start=1,
OEFFHALTESTOGD.13935008,13935008,POINT (16.4574594131989 48.22772436937492),Konstanziagasse,Konstanziagasse,"25,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Konstanziagasse&start=1,
OEFFHALTESTOGD.13935009,13935009,POINT (16.4574594131989 48.22772436937492),Konstanziagasse,Konstanziagasse,"25,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Konstanziagasse&start=1,
OEFFHALTESTOGD.13935010,13935010,POINT (16.457746912756544 48.22776616995757),Konstanziagasse,Konstanziagasse,"86A,87A,95A,96A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Konstanziagasse&start=1,
OEFFHALTESTOGD.13935011,13935011,POINT (16.457746912756544 48.22776616995757),Konstanziagasse,Konstanziagasse,"86A,87A,95A,96A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Konstanziagasse&start=1,
OEFFHALTESTOGD.13935013,13935013,POINT (16.395655313096608 48.26017897014131),Nordbrücke,Nordbrücke,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Nordbrücke&start=1,
OEFFHALTESTOGD.13935014,13935014,POINT (16.395637313228335 48.261040169547115),Nordbrücke,Nordbrücke,"850,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Nordbrücke&start=1,
OEFFHALTESTOGD.13935015,13935015,POINT (16.395637313228335 48.261040169547115),Nordbrücke,Nordbrücke,"850,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Nordbrücke&start=1,
OEFFHALTESTOGD.13935016,13935016,POINT (16.383510112100083 48.28742496985415),Rußbergstraße,Rußbergstraße,"32A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Rußbergstraße&start=1,
OEFFHALTESTOGD.13935017,13935017,POINT (16.383510112100083 48.28742496985415),Rußbergstraße,Rußbergstraße,"32A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rußbergstraße&start=1,
OEFFHALTESTOGD.13935018,13935018,POINT (16.38339331282692 48.28761626958321),Rußbergstraße,Rußbergstraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Rußbergstraße&start=1,
OEFFHALTESTOGD.13935019,13935019,POINT (16.38339331282692 48.28761626958321),Rußbergstraße,Rußbergstraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rußbergstraße&start=1,
OEFFHALTESTOGD.13935020,13935020,POINT (16.435783112211897 48.25073486986674),Saikogasse,Saikogasse,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Saikogasse&start=1,
OEFFHALTESTOGD.13935021,13935021,POINT (16.435783112211897 48.25073486986674),Saikogasse,Saikogasse,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Saikogasse&start=1,
OEFFHALTESTOGD.13935022,13935022,POINT (16.43602561222233 48.25060326946483),Saikogasse,Saikogasse,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Saikogasse&start=1,
OEFFHALTESTOGD.13935023,13935023,POINT (16.43602561222233 48.25060326946483),Saikogasse,Saikogasse,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Saikogasse&start=1,
OEFFHALTESTOGD.13935024,13935024,POINT (16.498314812654833 48.21637076986771),Saltenstraße,Saltenstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Saltenstraße&start=1,
OEFFHALTESTOGD.13935025,13935025,POINT (16.498314812654833 48.21637076986771),Saltenstraße,Saltenstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Saltenstraße&start=1,
OEFFHALTESTOGD.13935026,13935026,POINT (16.49836871281013 48.21658026979804),Saltenstraße,Saltenstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Saltenstraße&start=1,
OEFFHALTESTOGD.13935027,13935027,POINT (16.49836871281013 48.21658026979804),Saltenstraße,Saltenstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Saltenstraße&start=1,
OEFFHALTESTOGD.13935028,13935028,POINT (16.533007712439698 48.2110073694104),Podlahagasse,Podlahagasse,"26A,88A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Podlahagasse&start=1,
OEFFHALTESTOGD.13935029,13935029,POINT (16.533385012835588 48.21098346982351),Podlahagasse,Podlahagasse,"26A,88A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Podlahagasse&start=1,
OEFFHALTESTOGD.13935030,13935030,POINT (16.448503213018235 48.23158406938874),Polgarstraße,Polgarstraße,"26A,94A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.13935031,13935031,POINT (16.448503213018235 48.23158406938874),Polgarstraße,Polgarstraße,"26A,94A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.13935032,13935032,POINT (16.448871512576453 48.23174566981011),Polgarstraße,Polgarstraße,"26A,94A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.13935033,13935033,POINT (16.448871512576453 48.23174566981011),Polgarstraße,Polgarstraße,"26A,94A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.13935034,13935034,POINT (16.476863012728227 48.217861169287055),Trondheimgasse,Trondheimgasse,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Trondheimgasse&start=1,
OEFFHALTESTOGD.13935035,13935035,POINT (16.476863012728227 48.217861169287055),Trondheimgasse,Trondheimgasse,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Trondheimgasse&start=1,
OEFFHALTESTOGD.13935036,13935036,POINT (16.480806612369015 48.21723866956533),"Aspern, Oberdorfstraße","Aspern, Oberdorfstraße",N20,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Aspern,%20Oberdorfstraße&start=1",
OEFFHALTESTOGD.13935037,13935037,POINT (16.480806612369015 48.21723866956533),"Aspern, Oberdorfstraße","Aspern, Oberdorfstraße",N20,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Aspern,%20Oberdorfstraße&start=1",
OEFFHALTESTOGD.13935038,13935038,POINT (16.480555113177658 48.217382369878976),"Aspern, Oberdorfstraße","Aspern, Oberdorfstraße",N20,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Aspern,%20Oberdorfstraße&start=1",
OEFFHALTESTOGD.13935039,13935039,POINT (16.480555113177658 48.217382369878976),"Aspern, Oberdorfstraße","Aspern, Oberdorfstraße",N20,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Aspern,%20Oberdorfstraße&start=1",
OEFFHALTESTOGD.13935040,13935040,POINT (16.485909012893917 48.21743626990732),Siegesplatz,Siegesplatz,"26A,550,92A,N20,N84,N91",,10,https://anachb.vor.at?P=SQ&input=Wien%20Siegesplatz&start=1,
OEFFHALTESTOGD.13935041,13935041,POINT (16.485909012893917 48.21743626990732),Siegesplatz,Siegesplatz,"26A,550,92A,N20,N84,N91",,11,https://anachb.vor.at?P=SQ&input=Wien%20Siegesplatz&start=1,
OEFFHALTESTOGD.13935042,13935042,POINT (16.48542401265658 48.21770557009947),Siegesplatz,Siegesplatz,"26A,550,552,92A,97A,N20,N84,N91",,10,https://anachb.vor.at?P=SQ&input=Wien%20Siegesplatz&start=1,
OEFFHALTESTOGD.13935043,13935043,POINT (16.48542401265658 48.21770557009947),Siegesplatz,Siegesplatz,"26A,550,552,92A,97A,N20,N84,N91",,11,https://anachb.vor.at?P=SQ&input=Wien%20Siegesplatz&start=1,
OEFFHALTESTOGD.13935044,13935044,POINT (16.528992212737226 48.212916969770845),Seefeldergasse,Seefeldergasse,"26A,88A,99A,99B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Seefeldergasse&start=1,
OEFFHALTESTOGD.13935045,13935045,POINT (16.529468412632248 48.212881069440954),Seefeldergasse,Seefeldergasse,"26A,88A,88B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Seefeldergasse&start=1,
OEFFHALTESTOGD.13935046,13935046,POINT (16.465292713070767 48.21929766992309),Donauspital (Langobardenstraße),Donauspital (Langobardenstraße),"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Donauspital&start=1,
OEFFHALTESTOGD.13935047,13935047,POINT (16.465292713070767 48.21929766992309),Donauspital (Langobardenstraße),Donauspital (Langobardenstraße),"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Donauspital&start=1,
OEFFHALTESTOGD.13935048,13935048,POINT (16.465328612934936 48.219411470067094),Donauspital (Langobardenstraße),Donauspital (Langobardenstraße),"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Donauspital&start=1,
OEFFHALTESTOGD.13935049,13935049,POINT (16.465328612934936 48.219411470067094),Donauspital (Langobardenstraße),Donauspital (Langobardenstraße),"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Donauspital&start=1,
OEFFHALTESTOGD.13935050,13935050,POINT (16.439115813185524 48.24539896957885),Steigenteschgasse,Steigenteschgasse,"N20,N25",,10,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.13935051,13935051,POINT (16.439115813185524 48.24539896957885),Steigenteschgasse,Steigenteschgasse,"N20,N25",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.13935052,13935052,POINT (16.439394312654553 48.245871569496444),Steigenteschgasse,Steigenteschgasse,"N20,N25",,10,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.13935053,13935053,POINT (16.439394312654553 48.245871569496444),Steigenteschgasse,Steigenteschgasse,"N20,N25",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steigenteschgasse&start=1,
OEFFHALTESTOGD.13935054,13935054,POINT (16.389888112542984 48.273477970125555),Winkeläckerstraße,Winkeläckerstraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Winkeläckerstraße&start=1,
OEFFHALTESTOGD.13935012,13935012,POINT (16.395655313096608 48.26017897014131),Nordbrücke,Nordbrücke,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Nordbrücke&start=1,
OEFFHALTESTOGD.13935055,13935055,POINT (16.389888112542984 48.273477970125555),Winkeläckerstraße,Winkeläckerstraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Winkeläckerstraße&start=1,
OEFFHALTESTOGD.13935056,13935056,POINT (16.389771312752607 48.27345997008425),Winkeläckerstraße,Winkeläckerstraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Winkeläckerstraße&start=1,
OEFFHALTESTOGD.13935364,13935364,POINT (16.276368012912368 48.19200936972031),Ober St. Veit (Hietzinger Kai),Ober St. Veit (Hietzinger Kai),"47A,53A,54A,54B,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Ober%20St.%20Veit&start=1,
OEFFHALTESTOGD.13935365,13935365,POINT (16.276368012912368 48.19200936972031),Ober St. Veit (Hietzinger Kai),Ober St. Veit (Hietzinger Kai),"47A,53A,54A,54B,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Ober%20St.%20Veit&start=1,
OEFFHALTESTOGD.13935366,13935366,POINT (16.31582201297269 48.190416469442546),Penzinger Straße (Mariahilfer Straße),Penzinger Straße (Mariahilfer Straße),N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Penzinger%20Straße&start=1,
OEFFHALTESTOGD.13935367,13935367,POINT (16.31582201297269 48.190416469442546),Penzinger Straße (Mariahilfer Straße),Penzinger Straße (Mariahilfer Straße),N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Penzinger%20Straße&start=1,
OEFFHALTESTOGD.13935368,13935368,POINT (16.314339812660933 48.19005716956214),Penzinger Straße,Penzinger Straße,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Penzinger%20Straße&start=1,
OEFFHALTESTOGD.13935369,13935369,POINT (16.314339812660933 48.19005716956214),Penzinger Straße,Penzinger Straße,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Penzinger%20Straße&start=1,
OEFFHALTESTOGD.13935370,13935370,POINT (16.273448512705777 48.187739469359535),Rohrbacherstraße,Rohrbacherstraße,"53A,54A,54B,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.13935371,13935371,POINT (16.273448512705777 48.187739469359535),Rohrbacherstraße,Rohrbacherstraße,"53A,54A,54B,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.13935372,13935372,POINT (16.3272216125854 48.19130276923974),Rustengasse,Rustengasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.13935373,13935373,POINT (16.3272216125854 48.19130276923974),Rustengasse,Rustengasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.13935374,13935374,POINT (16.32775171265183 48.19139256980027),Rustengasse,Rustengasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.13935375,13935375,POINT (16.32775171265183 48.19139256980027),Rustengasse,Rustengasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.13935376,13935376,POINT (16.27755381233541 48.18756576969956),Preindlgasse,Preindlgasse,"53A,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.13935377,13935377,POINT (16.27755381233541 48.18756576969956),Preindlgasse,Preindlgasse,"53A,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.13935378,13935378,POINT (16.308689411844373 48.1894342697485),Phillipsgasse,Phillipsgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Phillipsgasse&start=1,
OEFFHALTESTOGD.13935379,13935379,POINT (16.308689411844373 48.1894342697485),Phillipsgasse,Phillipsgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Phillipsgasse&start=1,
OEFFHALTESTOGD.13935380,13935380,POINT (16.30898581201625 48.18952417009543),Phillipsgasse,Phillipsgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Phillipsgasse&start=1,
OEFFHALTESTOGD.13935381,13935381,POINT (16.30898581201625 48.18952417009543),Phillipsgasse,Phillipsgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Phillipsgasse&start=1,
OEFFHALTESTOGD.13935382,13935382,POINT (16.29576261258681 48.19211116979121),Weinzierlgasse,Weinzierlgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Weinzierlgasse&start=1,
OEFFHALTESTOGD.13935383,13935383,POINT (16.29576261258681 48.19211116979121),Weinzierlgasse,Weinzierlgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Weinzierlgasse&start=1,
OEFFHALTESTOGD.13935384,13935384,POINT (16.28715681208019 48.1916261698956),Unter St. Veit (Zehetnergasse),Unter St. Veit (Zehetnergasse),"47A,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Unter%20St.%20Veit&start=1,
OEFFHALTESTOGD.13935385,13935385,POINT (16.28715681208019 48.1916261698956),Unter St. Veit (Zehetnergasse),Unter St. Veit (Zehetnergasse),"47A,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Unter%20St.%20Veit&start=1,
OEFFHALTESTOGD.13935386,13935386,POINT (16.282665212769245 48.187427969484986),Verbindungsbahn,Verbindungsbahn,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Verbindungsbahn&start=1,
OEFFHALTESTOGD.13935387,13935387,POINT (16.282665212769245 48.187427969484986),Verbindungsbahn,Verbindungsbahn,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Verbindungsbahn&start=1,
OEFFHALTESTOGD.13935388,13935388,POINT (16.29362471222618 48.18700876963776),Wenzgasse,Wenzgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Wenzgasse&start=1,
OEFFHALTESTOGD.13935389,13935389,POINT (16.29362471222618 48.18700876963776),Wenzgasse,Wenzgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Wenzgasse&start=1,
OEFFHALTESTOGD.13935390,13935390,POINT (16.338226012738275 48.19679396991059),Westbahnhof (Europaplatz),Westbahnhof (Europaplatz),"N54,VAB 1",,12,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13935391,13935391,POINT (16.338226012738275 48.19679396991059),Westbahnhof (Europaplatz),Westbahnhof (Europaplatz),"N54,VAB 1",,13,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13935392,13935392,POINT (16.281551312153265 48.19156026977764),Mantlergasse,Mantlergasse,"47A,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Mantlergasse&start=1,
OEFFHALTESTOGD.13935393,13935393,POINT (16.281551312153265 48.19156026977764),Mantlergasse,Mantlergasse,"47A,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Mantlergasse&start=1,
OEFFHALTESTOGD.13935394,13935394,POINT (16.33558501282923 48.19442866939209),Staglgasse,Staglgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Staglgasse&start=1,
OEFFHALTESTOGD.13935395,13935395,POINT (16.33558501282923 48.19442866939209),Staglgasse,Staglgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Staglgasse&start=1,
OEFFHALTESTOGD.13935396,13935396,POINT (16.267852012250128 48.187984969245576),Wolfrathplatz,Wolfrathplatz,"53A,54A,54B,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Wolfrathplatz&start=1,
OEFFHALTESTOGD.13935397,13935397,POINT (16.267852012250128 48.187984969245576),Wolfrathplatz,Wolfrathplatz,"53A,54A,54B,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Wolfrathplatz&start=1,
OEFFHALTESTOGD.13935398,13935398,POINT (16.28910611180477 48.187164469291545),Fichtnergasse,Fichtnergasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Fichtnergasse&start=1,
OEFFHALTESTOGD.13935399,13935399,POINT (16.28910611180477 48.187164469291545),Fichtnergasse,Fichtnergasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Fichtnergasse&start=1,
OEFFHALTESTOGD.13935400,13935400,POINT (16.303371411815142 48.18778137011004),Hietzing,Hietzing,"56A,56B,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
